Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
1995,34,COL,NL,143,604,554,89,155,29,3,31,106,12,2,32,146,.280,.331,.511,.842,97,283,14,13,0,5,6,*3/H,MVP-16,1995,34,COL,NL,143,604,1,0,-2,2,-8,-6,-0.7,19,12,1.1,.496,.496,0.8,-0.6,10,"$3,950,000",*3/H,MVP-16
1996,35,COL,NL,159,691,626,119,190,39,3,47,150,18,8,40,157,.304,.357,.601,.958,127,376,6,17,0,8,3,*3/5H,"MVP-6,SS",1996,35,COL,NL,159,691,30,1,1,1,-8,25,2.1,21,46,4.2,.516,.516,4.3,-0.9,45,"$4,450,000",*3/5H,"MVP-6,SS"
1997,36,COL,NL,154,674,600,120,191,31,3,41,140,15,8,54,141,.318,.389,.585,.974,131,351,16,17,0,3,2,*3/H,"AS,MVP-7",1997,36,COL,NL,154,674,32,4,-1,-6,-8,21,1.8,20,41,3.8,.513,.513,4.5,-1.6,47,"$4,950,000",*3/H,"AS,MVP-7"
1998,37,ATL,NL,153,648,555,103,169,27,1,44,121,7,6,63,146,.305,.397,.595,.991,157,330,8,25,0,5,11,*3/DH,"AS,MVP-6",1998,37,ATL,NL,153,648,44,1,1,-5,-8,33,3.0,20,53,5.0,.521,.520,5.6,-1.5,58,"$8,400,000",*3/DH,"AS,MVP-6"
2000,39,ATL,NL,141,548,494,67,149,25,1,28,100,3,5,36,126,.302,.369,.526,.895,123,260,15,17,0,1,5,*3H/D,AS,2000,39,ATL,NL,141,548,19,-6,0,-9,-7,-3,-0.5,17,14,1.2,.498,.498,2.1,-1.6,23,"$8,500,000",*3H/D,AS
2001,40,TOT,MLB,121,445,399,50,102,28,1,17,69,1,3,31,117,.256,.326,.459,.784,103,183,12,12,0,3,2,3DH,,2001,40,TEX,AL,72,271,-6,0,-1,0,-5,-11,-1.1,10,-1,-0.1,.485,.493,-0.1,-0.4,-1,"$6,000,000",D3/H,
2002,41,MON,NL,104,334,292,30,76,12,0,9,40,2,2,30,81,.260,.344,.394,.738,92,115,8,9,0,3,6,3H,,2001,40,SFG,NL,49,174,5,-1,0,-5,-2,-3,-0.4,5,2,0.2,.493,.498,0.7,-0.7,7,,3H,
2003,42,SFG,NL,110,293,272,36,82,15,0,12,42,1,3,19,61,.301,.352,.489,.841,118,133,9,2,0,0,1,3H/D,,2002,41,MON,NL,104,334,-5,-3,-1,-4,-4,-17,-1.8,10,-6,-0.8,.483,.489,-0.3,-0.9,-2,"$500,000",3H,
2004,43,ANA,AL,7,11,10,1,3,0,0,1,2,0,0,0,3,.300,.364,.600,.964,149,6,1,1,0,0,0,/HD3,,2003,42,SFG,NL,110,293,8,-2,-1,0,-4,2,0.1,9,11,1.0,.502,.501,1.0,-0.4,11,"$500,000",3H/D,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,43,ANA,AL,7,11,1,0,0,0,0,1,0.1,0,1,0.1,.509,.500,0.1,0.0,1,,/HD3,
